# Rescue verdicts: papers fermlit's first rubric EXCLUDED (or left borderline), re-screened
# under the second rubric in MTDNA_RUBRIC.md -- "does this paper help someone engineer the
# yeast mitochondrion or its genome?" -- extended to cover the Ehrlich/BCAA payload,
# compartment-specific cofactor measurement, protein targeting, genetic-code and codon
# engineering, and yeast genome-engineering methods that transfer.
#
# ONLY RESCUES ARE LISTED. A paper the second rubric also excluded stays excluded and has no
# row here; the file's job is to name what the first question threw away. Every row is a
# CHANGE from that paper's first-rubric verdict.
#
# The organism clause is deliberately opposite to the first rubric's instinct: a mammalian or
# plant mtDNA paper is included when the METHOD transfers, because those are often the only
# published record of a technique.
#
# Re-screened: 2834 fermdb publications. Rescued to include: 709. To borderline: 549.
# Still excluded: 1533.
#
# TWO MODELS screened this corpus, and `decided_by` says per row which one decided that row.
# The run began on qwen3.6:27b -- the same local model that produced every first-rubric
# verdict -- and was stopped part-way when the GPU was needed elsewhere; the remainder ran on
# claude-sonnet-5 through the Claude Agent SDK. qwen rows: 348. sonnet rows: 910.
# The rubric, the two-pass structure and the 20-85 escalation band are identical across both
# halves; only the backend differs. Read `decided_by` before treating the file as homogeneous.
#
# Two passes, fermlit's own: title score, then abstract for the band (20-85).
# NOT INSTALLED -- installing is a curator act.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1007/s10482-013-9905-5	include	Reviews genetic and environmental determinants of yeast DNA-uptake competence, directly informing transformation protocols relevant to getting DNA into yeast cells and mitochondrial engineering strategies.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1007/s10529-015-1768-6	include	Uses the yeast mitochondrial NADH kinase gene POS5 (explicitly named in redox-cofactor criteria) to engineer NAD(P)H pools, a method directly transferable to yeast mitochondrial redox engineering even though tested in C. glutamicum.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1007/s10863-017-9732-x	include	Reports heterologous expression of a mitochondrial NAD transporter to manipulate compartment-specific redox cofactor pools in yeast.	fermlit screen, mtDNA rubric v1 (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11033-012-1845-z	borderline	The paper describes a functional complementation assay for mitochondrial ATP synthase subunits in yeast rho0 mutants, which is an adjacent method for assessing protein compatibility but does not report a general engineering tool or successful genome manipulation.	fermlit screen, mtDNA rubric v1 (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s11095-011-0527-1	include	Describes cloning the human mitochondrial genome in yeast, a key method for manipulating mtDNA using yeast as a host/chassis.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1007/s11103-004-1557-4	borderline	Shows correct mitochondrial matrix-targeting of a heterologous yeast enzyme (acetyl CoA hydrolase) in a plant, a compartmentalisation/targeting method that transfers, but the paper's focus is downstream physiological consequences rather than the targeting method itself.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1007/s11274-022-03266-9	borderline	Bacterial (Klebsiella) strain engineering to redirect pyruvate/acetolactate flux from 2,3-butanediol to valine touches BCAA biosynthesis but is in a distant organism with no abstract to confirm enzyme-level detail transferable to yeast.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1007/s12010-013-0389-6	include	Directly characterizes Pos5 (yeast mitochondrial NADH kinase, an explicitly listed redox-cofactor component) for boosting NADPH supply, a method transferable to engineering yeast mitochondrial redox pools.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0003-2697(88)90459-9	include	Describes preparation of yeast mitochondria/mitoplasts for polypeptide synthesis — mitoplasting and in-organello translation assay, exactly the kind of method the project needs.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0003-9861(83)90218-7	include	Reports selective/induced loss of mitochondrial genome (petite-like mtDNA instability) by unsaturated fatty acids, relevant to mtDNA maintenance/petite-induction assays used in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0003-9861(86)90476-5	borderline	Studies mutants blocking mitochondrial metabolite transport systems affecting gluconeogenesis, relevant to mitochondrial carrier biology but no abstract confirms any directly transferable engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0003-9861(92)90022-o	include	Concerns the internal NADH:ubiquinone oxidoreductase (Ndi1) in yeast mitochondria, an enzyme explicitly named in the redox/cofactor criteria.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2728(75)90084-5	borderline	EPR characterization of respiratory chain/succinate dehydrogenase mutants is bioenergetics/OXPHOS biology, informative about the chassis but not itself an engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2728(93)90026-c	borderline	Structure-function study of mtDNA-encoded ATP synthase subunit 8 assembly is informative OXPHOS chassis biology but not itself an engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2728(96)00063-1	borderline	The paper describes mutagenesis of a mitochondrial membrane protein (AAC2) to study transport dynamics, which is relevant mitochondrial biology but does not report a method for engineering the mitochondrial genome or its parts.	fermlit screen, mtDNA rubric v1 (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0005-2736(75)90298-9	borderline	Title indicates study of energetics of L-leucine transport into yeast cells, touching BCAA uptake/transport but with no abstract to confirm mechanistic or compartmental detail relevant to engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2736(80)90302-8	borderline	Title implies mitochondrial-to-cell-surface retrograde effects, an indirect biology topic with no stated engineering method or measurable handle.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2787(72)90350-4	include	Characterizes mtDNA buoyant density/structure in a petite (rho-) yeast mutant, directly informing mtDNA state and petite biology used in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2787(72)90352-8	borderline	Petite mutant mtDNA sequence composition analysis relates to rho- mtDNA structure but title alone gives no abstract detail to confirm engineering utility.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0005-2787(74)90355-4	borderline	Petite mutant repetitive mtDNA structure relates to mtDNA state/rearrangement but title alone gives no engineering method and no abstract is available to confirm depth.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(65)90078-1	include	Early demonstration of cytoplasmic/mitochondrial transfer restoring respiratory capacity to petite mutants, i.e., transfer of functional mtDNA between cells, directly relevant to mtDNA inheritance/delivery methods.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(68)90440-3	include	Ethidium bromide induced complete conversion to respiratory-deficient petites; core method for generating rho0/rho- cells, a standard tool in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(70)90919-8	borderline	1970 biochemical characterization of mitochondrial RNA polymerase from a petite mutant is relevant to mtDNA/petite biology but likely lacks any engineering handle, and no abstract is available to confirm.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(72)90877-7	include	Concerns petite mutation (rho- mtDNA loss) frequency and its prevention, directly bearing on mtDNA stability/maintenance assays used in mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(73)91364-8	include	Analyzes retained mtDNA sequence/informational content in a rho- petite mutant, directly bearing on petite/mtDNA deletion biology central to yeast mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(79)91899-0	include	Cytoduction is a cytoplasmic-mixing/karyogamy-defective mating technique for transferring mitochondria and studying mtDNA-encoded traits (cytochrome biosynthesis), explicitly listed as a relevant mtDNA inheritance method.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(80)91395-9	include	Early transformation of yeast with mtDNA sequences fused to a 2-micron plasmid is a direct precursor to yeast genome/mitochondrial DNA delivery methods.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(82)91743-0	borderline	Title implies mtDNA-plasmid cotransformation and recombinant mtDNA constructs in yeast, but no abstract to confirm the mechanism or relevance to engineering methods.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0006-291x(90)91401-d	borderline	Title indicates a bioenergetics/respiratory-coupling study of porin-deficient yeast mitochondrial mutants, informative about the chassis but not itself an engineering method, and no abstract is available to decide further.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0009-2797(85)90002-x	borderline	Title suggests a yeast mitochondrial mutagenesis (likely petite-induction) assay used to screen anilinoacridine drugs, but abstract absence leaves unclear whether it reports a transferable mtDNA method or is purely a toxicology/genotoxicity comparison.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-4827(73)90247-4	include	UV-induced cytoplasmic petite mutation is a classic method for generating rho- mtDNA mutants, directly relevant to mtDNA state/petite induction and assays.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-5793(74)80753-2	include	Investigates nuclear mutants affecting petite (rho0/rho-) mutation tolerance, directly addressing mtDNA state and maintenance mechanisms in yeast.	fermlit screen, mtDNA rubric v1 (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(79)80580-3	borderline	The title suggests fundamental characterization of mtDNA replication origins in yeast, which is adjacent to engineering but lacks a clear method for manipulation or measurement without the abstract.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(80)81122-7	include	The paper investigates specific structural features (GC clusters/excision sites) of the yeast mitochondrial genome, providing fundamental data on mtDNA state and recombination relevant to engineering stability and inheritance.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(85)80148-4	borderline	In vivo NMR measurement of P/O ratios and phosphate/ATP synthesis kinetics is a bioenergetics readout of respiratory chassis function, not an engineering method or a compartment-specific cofactor assay.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-5793(90)81235-g	include	Site-directed mutagenesis of ATP synthase subunit 8 examining import properties of truncated forms is a direct study of mitochondrial protein import/targeting determinants, explicitly within the relevant criteria.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-5793(91)80333-x	include	Rat mitochondrial P450 precursor was expressed in yeast and correctly imported/processed into yeast mitochondria (active in mitochondrial fraction), demonstrating heterologous matrix targeting that transfers to yeast mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-5793(92)80637-v	borderline	The paper characterizes the physiological phenotypes of AAC gene deletions in yeast mitochondria, which is informative about the chassis but does not report a method for engineering the mitochondrial genome or its parts.	fermlit screen, mtDNA rubric v1 (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(92)81345-m	include	Identifies the TOM complex machinery essential for mitochondrial protein import and targeting in yeast.	fermlit screen, mtDNA rubric v1 (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(93)80419-u	borderline	Essential mitochondrial matrix chaperonin gene knockout with a note on import without cleavage, informative about the chassis but not itself an engineering method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-5793(93)81166-w	borderline	Mitochondrial mislocalization is an incidental overexpression artifact of a peroxisomal-targeting study, not a designed mitochondrial import method.	fermlit screen, mtDNA rubric v1 (abstract pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0014-5793(96)00642-4	borderline	The paper describes the topological organization of respiratory complex III subunits, which falls under mitochondrial bioenergetics and physiology rather than providing a method for engineering the mitochondrion or its genome.	fermlit screen, mtDNA rubric v1 (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0022-2836(68)90117-4	include	Classic characterization of satellite (altered buoyant-density) mtDNA from a cytoplasmic petite mutant, foundational to rho-/petite mtDNA biology used in yeast mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(70)90033-1	include	Classic study of ethidium-bromide-induced mtDNA loss generating petites/rho- mutants; foundational method for rho0 induction used in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(71)90156-2	borderline	Classic petite-mutant mtDNA characterization (nearest-neighbor base-sequence analysis of rho- mtDNA) touches mtDNA/petite biology but is a structural characterization study, not an engineering method, and no abstract is available to confirm scope.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(72)90275-6	include	Foundational paper on mtDNA preparation/isolation and characterization of mtDNA heterogeneity in yeast, directly relevant to mtDNA state and mitochondrial isolation methodology.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(72)90276-8	borderline	Likely biophysical characterization of mtDNA base-composition heterogeneity in wild-type yeast, informative background on mtDNA structure but no stated engineering method or assay.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(72)90277-x	borderline	Classic structural characterization of wild-type yeast mtDNA composition/sequence tracts, informative about mtDNA biology but no engineering method evident from the title alone.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(74)90356-8	include	Describes genes and spacer organization of the wild-type yeast mitochondrial genome, foundational mtDNA genomics relevant to engineering targets.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(76)90148-0	include	Characterizes mitochondrial glutamyl-tRNA species transcribed from the yeast mitochondrial genome, relevant to mitochondrial tRNA complement and translation machinery.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(78)90435-7	include	Recombination in crosses of wild-type yeast mitochondrial genomes directly concerns mtDNA recombination, a listed relevant mechanism.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(79)90365-6	include	Classic study of spontaneous petite (rho-) mutation formation directly informs mtDNA maintenance/instability biology central to mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(85)90052-x	borderline	Describes natural mtDNA excision-amplification plasmids in Podospora senescence, informative about mtDNA instability/recombination mechanisms but not itself an engineering method or clearly transferable technique.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(85)90286-4	borderline	Descriptive sequencing/comparison of S. pombe mtDNA cytb intron homology to S. cerevisiae cox1 introns, informative but not an engineering method itself.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(85)90303-1	borderline	Title-only report of the var1 mitoribosomal protein gene mapped on the mtDNA of a Saccharomyces-relative yeast, suggestive of mitoribosome/translation relevance but no method or mechanism detail confirmed.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(89)90150-2	include	Mitochondrial RNA processing in a fungus is explicitly listed as relevant (mitochondrial mRNA processing/stability), and the method/mechanism transfers to yeast mitochondrial gene expression study even though the organism is Aspergillus not Saccharomyces.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-2836(91)90701-7	borderline	Title suggests a structural/evolutionary comparison of aminoacyl-tRNA synthetases with no stated mitochondrial or engineering angle, so relevance cannot be confirmed without the abstract.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0022-5193(77)90193-x	borderline	Title suggests a theoretical treatment of yeast mtDNA mutation/mutability (possibly petite-related), but no abstract to confirm any manipulable method or mechanism.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(75)90312-7	borderline	Studies UV-induced cytoplasmic petite mutation and its relation to nuclear protein synthesis, touching petite/mtDNA state biology but likely a mutagenesis-mechanism study rather than a transferable engineering method, and no abstract is available to confirm.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(75)90313-9	borderline	Title indicates study of UV-induced petite mutation and mitochondrial protein synthesis recovery, relevant to mtDNA state/petites but no abstract to confirm any transferable method or mechanism detail.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(76)90124-x	include	Ethidium-induced petite mutation is a classic method/assay for inducing and studying rho- mtDNA loss in yeast, relevant to mtDNA state manipulation.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(76)90167-6	borderline	Title suggests a classic yeast genetics study using a drug-resistance mutant to probe nuclear-mitochondrial genome interaction, but without an abstract it is unclear whether it yields a usable mitochondrial marker/method.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(80)90008-1	include	Studies a mitochondrial nuclease stimulated by ethidium bromide implicated in petite (rho-) mutation induction, bearing directly on mtDNA maintenance/mutagenesis mechanisms relevant to rho0/rho- generation used in mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(83)90092-1	borderline	Title suggests nuclear mutator genes affecting mtDNA mutation/repair fidelity, relevant to mtDNA maintenance but no abstract to confirm mechanistic/engineering detail.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(84)90056-3	include	Reports chemical induction of petite (rho-) and sectored mutants in yeast, directly relevant to petite/mtDNA-state induction and screening methodology.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(84)90135-0	include	Ethidium-analog petite induction directly targets mtDNA integrity, the core mechanism behind rho-/rho0 generation used as a standard tool in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(88)90128-5	include	Petite mutagenesis via DNA-binding acridine (proflavine) derivatives is a classic method for inducing rho- mtDNA mutants, directly relevant to mtDNA state/maintenance manipulation.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0027-5107(92)90042-z	include	Induction of petite (rho-/rho0) mutation by mutagens concerns mtDNA loss/instability, a core phenomenon and assay basis (petite frequency, rho0 generation) used in mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0076-6879(95)60158-9	include	Methods in Enzymology chapter on mitochondrial inheritance in yeast likely covers rho+/rho0/rho-, cytoduction and related transmission methods central to mtDNA engineering handles.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(78)90257-x	include	Foundational characterization of yeast mtDNA structure/organization underpins mtDNA genome-engineering targets even without an available abstract.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(80)90247-0	borderline	Classic yeast mit- mutant/recombination mapping of the mitochondrial cytochrome b locus informs mtDNA gene structure and recombination but the title alone gives no explicit engineering method or assay detail.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(83)90458-0	include	Concerns rho- mtDNA formation and recombination mechanisms (palindrome generation via strand excision), directly relevant to mtDNA maintenance/recombination biology used in engineering rho- yeast strains.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(85)90068-6	include	NAM2 encodes mitochondrial leucyl-tRNA synthetase/RNA maturase required for mtDNA integrity and intron splicing, core yeast mitochondrial genetics machinery relevant to genome maintenance and translation.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(86)90065-6	include	Shows a mitochondrial RNA maturase gene relocated to the yeast nucleus can control mitochondrial mRNA splicing, an allotopic-expression-like method directly relevant to mitochondrial gene relocation and mRNA processing engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(89)90246-8	include	Site-specific DNA endonuclease/RNA maturase activity of yeast mitochondrial intron-encoded proteins — homing endonuclease tool directly relevant to mitochondrial genome-editing toolkits.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0092-8674(89)90403-0	borderline	Classic paper on plant mtDNA recombination and substoichiometric shifting (heteroplasmy-like dynamics), mechanistically related to mtDNA recombination/copy-number topics but no explicit engineering method and only title available (no abstract).	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0147-619x(78)90049-5	include	Derivation of genetic and physical map of yeast mitochondrial genome is foundational reference data for mitochondrial genome engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0147-619x(82)90037-3	borderline	Title suggests plasmid replication/segregation study in yeast (likely nuclear 2-micron-type plasmid), relevant to genetic-toolkit stability but no abstract to confirm mitochondrial relevance.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0147-619x(87)90033-3	include	Directly reports kinetic and segregational analysis of mtDNA recombination in yeast, core to mtDNA maintenance/recombination/heteroplasmy segregation that engineering projects rely on.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0165-1218(79)90141-1	borderline	Reports psoralen-induced 'petite' cytoplasmic mutation frequency in yeast, touching mtDNA state/petite assays, but is a 1979 mutagenesis-genetics study without a stated engineering method and no abstract to confirm depth.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0165-7992(81)90051-8	borderline	Title suggests nuclear control of mtDNA mutation rate/stability, relevant to mtDNA maintenance but no abstract to confirm engineering-relevant mechanistic detail.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0165-7992(83)90203-8	include	Concerns a nuclear mutation affecting rho- (petite) mtDNA production/instability, i.e. mtDNA maintenance and mutagenesis genetics relevant to mitochondrial genome stability.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0166-6851(84)90003-3	borderline	Identifies replication origins in a trypanosomatid's mtDNA (likely via yeast ARS assay), but no abstract confirms details or clear transferability to yeast mitochondrial engineering.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0167-4781(88)90042-5	include	Sequence analysis of Oli-2 (oligomycin-resistance) mtDNA alleles characterizes a classic mitochondrial genome antibiotic-resistance marker used in yeast mtDNA genetics and transformation selection.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0167-4781(94)90234-8	borderline	Characterises a nuclear-encoded subunit gene (QCR8) of the mitochondrial bc1-complex in K. lactis, informative about OXPHOS assembly but not itself an engineering method or DNA-delivery/import technique.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0167-4781(94)90235-6	borderline	Gene isolation/characterisation of a mitochondrial bc1-complex subunit (QCR7) in Kluyveromyces lactis is respiratory-chain biology, not itself an engineering method, and the linked APA2 gene is unrelated to mitochondria.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0167-4889(82)90089-1	borderline	Reports an ionophore inducing mitochondrial genome disintegration in yeast, resembling a rho0/petite-induction agent, but no abstract confirms mechanistic or methodological detail.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0168-9525(88)90017-0	include	Trends in Genetics review titled 'Organelle transformation' (1988, same year as the biolistic mito transformation breakthrough) almost certainly covers methods for getting DNA into mitochondria/chloroplasts.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0300-9084(89)90073-4	borderline	Structure-function study of a nuclear-encoded ATP synthase subunit is basic OXPHOS bioenergetics, informative about the chassis but not itself a manipulable engineering method or marker locus based on the title alone.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0300-9084(91)90182-z	borderline	Title suggests a yeast mitochondrial RNA-binding protein possibly involved in mRNA processing/stability/translation, but no abstract confirms its functional role or utility as an engineering handle.	fermlit screen, mtDNA rubric v1 (abstract pass, no abstract available)	claude-sonnet-5	model	2026-09-22	yes	
doi:10.1016/0300-9084(96)84758-4	include	Plant mitochondrial tRNA editing and import strategies directly address tRNA import machinery, an explicitly listed engineering handle that transfers as a method to yeast mitochondrial tRNA import engineering.	fermlit screen, mtDNA rubric v1 (title pass)	claude-sonnet-5	model	2026-09-22	yes	
